1.png	grinning face	😀️	\U0001F600\U0000FE0F	U+1F600	grinning face
2052.png	⊛ man superhero: medium skin tone	🦸🏽‍♂️️	\U0001F9B8\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FD U+200D U+2642 U+FE0F	⊛ man superhero: medium skin tone
2053.png	⊛ man superhero: medium-dark skin tone	🦸🏾‍♂️️	\U0001F9B8\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FE U+200D U+2642 U+FE0F	⊛ man superhero: medium-dark skin tone
2054.png	⊛ man superhero: dark skin tone	🦸🏿‍♂️️	\U0001F9B8\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FF U+200D U+2642 U+FE0F	⊛ man superhero: dark skin tone
2055.png	⊛ woman superhero: light skin tone	🦸🏻‍♀️️	\U0001F9B8\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FB U+200D U+2640 U+FE0F	⊛ woman superhero: light skin tone
2056.png	⊛ woman superhero: medium-light skin tone	🦸🏼‍♀️️	\U0001F9B8\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FC U+200D U+2640 U+FE0F	⊛ woman superhero: medium-light skin tone
2057.png	⊛ woman superhero: medium skin tone	🦸🏽‍♀️️	\U0001F9B8\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FD U+200D U+2640 U+FE0F	⊛ woman superhero: medium skin tone
2058.png	⊛ woman superhero: medium-dark skin tone	🦸🏾‍♀️️	\U0001F9B8\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FE U+200D U+2640 U+FE0F	⊛ woman superhero: medium-dark skin tone
2059.png	⊛ woman superhero: dark skin tone	🦸🏿‍♀️️	\U0001F9B8\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B8 U+1F3FF U+200D U+2640 U+FE0F	⊛ woman superhero: dark skin tone
2060.png	⊛ supervillain: light skin tone	🦹🏻️	\U0001F9B9\U0001F3FB\U0000FE0F	U+1F9B9 U+1F3FB	⊛ supervillain: light skin tone
2061.png	⊛ supervillain: medium-light skin tone	🦹🏼️	\U0001F9B9\U0001F3FC\U0000FE0F	U+1F9B9 U+1F3FC	⊛ supervillain: medium-light skin tone
2062.png	⊛ supervillain: medium skin tone	🦹🏽️	\U0001F9B9\U0001F3FD\U0000FE0F	U+1F9B9 U+1F3FD	⊛ supervillain: medium skin tone
2063.png	⊛ supervillain: medium-dark skin tone	🦹🏾️	\U0001F9B9\U0001F3FE\U0000FE0F	U+1F9B9 U+1F3FE	⊛ supervillain: medium-dark skin tone
2064.png	⊛ supervillain: dark skin tone	🦹🏿️	\U0001F9B9\U0001F3FF\U0000FE0F	U+1F9B9 U+1F3FF	⊛ supervillain: dark skin tone
2065.png	⊛ man supervillain: light skin tone	🦹🏻‍♂️️	\U0001F9B9\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FB U+200D U+2642 U+FE0F	⊛ man supervillain: light skin tone
2066.png	⊛ man supervillain: medium-light skin tone	🦹🏼‍♂️️	\U0001F9B9\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FC U+200D U+2642 U+FE0F	⊛ man supervillain: medium-light skin tone
2067.png	⊛ man supervillain: medium skin tone	🦹🏽‍♂️️	\U0001F9B9\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FD U+200D U+2642 U+FE0F	⊛ man supervillain: medium skin tone
2068.png	⊛ man supervillain: medium-dark skin tone	🦹🏾‍♂️️	\U0001F9B9\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FE U+200D U+2642 U+FE0F	⊛ man supervillain: medium-dark skin tone
2069.png	⊛ man supervillain: dark skin tone	🦹🏿‍♂️️	\U0001F9B9\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FF U+200D U+2642 U+FE0F	⊛ man supervillain: dark skin tone
2070.png	⊛ woman supervillain: light skin tone	🦹🏻‍♀️️	\U0001F9B9\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FB U+200D U+2640 U+FE0F	⊛ woman supervillain: light skin tone
2071.png	⊛ woman supervillain: medium-light skin tone	🦹🏼‍♀️️	\U0001F9B9\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FC U+200D U+2640 U+FE0F	⊛ woman supervillain: medium-light skin tone
2072.png	⊛ woman supervillain: medium skin tone	🦹🏽‍♀️️	\U0001F9B9\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FD U+200D U+2640 U+FE0F	⊛ woman supervillain: medium skin tone
2073.png	⊛ woman supervillain: medium-dark skin tone	🦹🏾‍♀️️	\U0001F9B9\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FE U+200D U+2640 U+FE0F	⊛ woman supervillain: medium-dark skin tone
2074.png	⊛ woman supervillain: dark skin tone	🦹🏿‍♀️️	\U0001F9B9\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9B9 U+1F3FF U+200D U+2640 U+FE0F	⊛ woman supervillain: dark skin tone
2075.png	mage: light skin tone	🧙🏻️	\U0001F9D9\U0001F3FB\U0000FE0F	U+1F9D9 U+1F3FB	mage: light skin tone
2076.png	mage: medium-light skin tone	🧙🏼️	\U0001F9D9\U0001F3FC\U0000FE0F	U+1F9D9 U+1F3FC	mage: medium-light skin tone
2077.png	mage: medium skin tone	🧙🏽️	\U0001F9D9\U0001F3FD\U0000FE0F	U+1F9D9 U+1F3FD	mage: medium skin tone
2078.png	mage: medium-dark skin tone	🧙🏾️	\U0001F9D9\U0001F3FE\U0000FE0F	U+1F9D9 U+1F3FE	mage: medium-dark skin tone
2079.png	mage: dark skin tone	🧙🏿️	\U0001F9D9\U0001F3FF\U0000FE0F	U+1F9D9 U+1F3FF	mage: dark skin tone
2080.png	man mage: light skin tone	🧙🏻‍♂️️	\U0001F9D9\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FB U+200D U+2642 U+FE0F	man mage: light skin tone
2081.png	man mage: medium-light skin tone	🧙🏼‍♂️️	\U0001F9D9\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FC U+200D U+2642 U+FE0F	man mage: medium-light skin tone
2082.png	man mage: medium skin tone	🧙🏽‍♂️️	\U0001F9D9\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FD U+200D U+2642 U+FE0F	man mage: medium skin tone
2083.png	man mage: medium-dark skin tone	🧙🏾‍♂️️	\U0001F9D9\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FE U+200D U+2642 U+FE0F	man mage: medium-dark skin tone
2084.png	man mage: dark skin tone	🧙🏿‍♂️️	\U0001F9D9\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FF U+200D U+2642 U+FE0F	man mage: dark skin tone
2085.png	woman mage: light skin tone	🧙🏻‍♀️️	\U0001F9D9\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FB U+200D U+2640 U+FE0F	woman mage: light skin tone
2086.png	woman mage: medium-light skin tone	🧙🏼‍♀️️	\U0001F9D9\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FC U+200D U+2640 U+FE0F	woman mage: medium-light skin tone
2087.png	woman mage: medium skin tone	🧙🏽‍♀️️	\U0001F9D9\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FD U+200D U+2640 U+FE0F	woman mage: medium skin tone
2088.png	woman mage: medium-dark skin tone	🧙🏾‍♀️️	\U0001F9D9\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FE U+200D U+2640 U+FE0F	woman mage: medium-dark skin tone
2089.png	woman mage: dark skin tone	🧙🏿‍♀️️	\U0001F9D9\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FF U+200D U+2640 U+FE0F	woman mage: dark skin tone
2090.png	fairy: light skin tone	🧚🏻️	\U0001F9DA\U0001F3FB\U0000FE0F	U+1F9DA U+1F3FB	fairy: light skin tone
2091.png	fairy: medium-light skin tone	🧚🏼️	\U0001F9DA\U0001F3FC\U0000FE0F	U+1F9DA U+1F3FC	fairy: medium-light skin tone
2092.png	fairy: medium skin tone	🧚🏽️	\U0001F9DA\U0001F3FD\U0000FE0F	U+1F9DA U+1F3FD	fairy: medium skin tone
2093.png	fairy: medium-dark skin tone	🧚🏾️	\U0001F9DA\U0001F3FE\U0000FE0F	U+1F9DA U+1F3FE	fairy: medium-dark skin tone
2094.png	fairy: dark skin tone	🧚🏿️	\U0001F9DA\U0001F3FF\U0000FE0F	U+1F9DA U+1F3FF	fairy: dark skin tone
2095.png	man fairy: light skin tone	🧚🏻‍♂️️	\U0001F9DA\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FB U+200D U+2642 U+FE0F	man fairy: light skin tone
2096.png	man fairy: medium-light skin tone	🧚🏼‍♂️️	\U0001F9DA\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FC U+200D U+2642 U+FE0F	man fairy: medium-light skin tone
2097.png	man fairy: medium skin tone	🧚🏽‍♂️️	\U0001F9DA\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FD U+200D U+2642 U+FE0F	man fairy: medium skin tone
2098.png	man fairy: medium-dark skin tone	🧚🏾‍♂️️	\U0001F9DA\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FE U+200D U+2642 U+FE0F	man fairy: medium-dark skin tone
2099.png	man fairy: dark skin tone	🧚🏿‍♂️️	\U0001F9DA\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FF U+200D U+2642 U+FE0F	man fairy: dark skin tone
2100.png	woman fairy: light skin tone	🧚🏻‍♀️️	\U0001F9DA\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FB U+200D U+2640 U+FE0F	woman fairy: light skin tone
2101.png	woman fairy: medium-light skin tone	🧚🏼‍♀️️	\U0001F9DA\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FC U+200D U+2640 U+FE0F	woman fairy: medium-light skin tone
2102.png	woman fairy: medium skin tone	🧚🏽‍♀️️	\U0001F9DA\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FD U+200D U+2640 U+FE0F	woman fairy: medium skin tone
2103.png	woman fairy: medium-dark skin tone	🧚🏾‍♀️️	\U0001F9DA\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FE U+200D U+2640 U+FE0F	woman fairy: medium-dark skin tone
2104.png	woman fairy: dark skin tone	🧚🏿‍♀️️	\U0001F9DA\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DA U+1F3FF U+200D U+2640 U+FE0F	woman fairy: dark skin tone
2105.png	vampire: light skin tone	🧛🏻️	\U0001F9DB\U0001F3FB\U0000FE0F	U+1F9DB U+1F3FB	vampire: light skin tone
2106.png	vampire: medium-light skin tone	🧛🏼️	\U0001F9DB\U0001F3FC\U0000FE0F	U+1F9DB U+1F3FC	vampire: medium-light skin tone
2107.png	vampire: medium skin tone	🧛🏽️	\U0001F9DB\U0001F3FD\U0000FE0F	U+1F9DB U+1F3FD	vampire: medium skin tone
2108.png	vampire: medium-dark skin tone	🧛🏾️	\U0001F9DB\U0001F3FE\U0000FE0F	U+1F9DB U+1F3FE	vampire: medium-dark skin tone
2109.png	vampire: dark skin tone	🧛🏿️	\U0001F9DB\U0001F3FF\U0000FE0F	U+1F9DB U+1F3FF	vampire: dark skin tone
2110.png	man vampire: light skin tone	🧛🏻‍♂️️	\U0001F9DB\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FB U+200D U+2642 U+FE0F	man vampire: light skin tone
2111.png	man vampire: medium-light skin tone	🧛🏼‍♂️️	\U0001F9DB\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FC U+200D U+2642 U+FE0F	man vampire: medium-light skin tone
2112.png	man vampire: medium skin tone	🧛🏽‍♂️️	\U0001F9DB\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FD U+200D U+2642 U+FE0F	man vampire: medium skin tone
2113.png	man vampire: medium-dark skin tone	🧛🏾‍♂️️	\U0001F9DB\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FE U+200D U+2642 U+FE0F	man vampire: medium-dark skin tone
2114.png	man vampire: dark skin tone	🧛🏿‍♂️️	\U0001F9DB\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FF U+200D U+2642 U+FE0F	man vampire: dark skin tone
2115.png	woman vampire: light skin tone	🧛🏻‍♀️️	\U0001F9DB\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FB U+200D U+2640 U+FE0F	woman vampire: light skin tone
2116.png	woman vampire: medium-light skin tone	🧛🏼‍♀️️	\U0001F9DB\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FC U+200D U+2640 U+FE0F	woman vampire: medium-light skin tone
2117.png	woman vampire: medium skin tone	🧛🏽‍♀️️	\U0001F9DB\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FD U+200D U+2640 U+FE0F	woman vampire: medium skin tone
2118.png	woman vampire: medium-dark skin tone	🧛🏾‍♀️️	\U0001F9DB\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FE U+200D U+2640 U+FE0F	woman vampire: medium-dark skin tone
2119.png	woman vampire: dark skin tone	🧛🏿‍♀️️	\U0001F9DB\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DB U+1F3FF U+200D U+2640 U+FE0F	woman vampire: dark skin tone
2120.png	merperson: light skin tone	🧜🏻️	\U0001F9DC\U0001F3FB\U0000FE0F	U+1F9DC U+1F3FB	merperson: light skin tone
2121.png	merperson: medium-light skin tone	🧜🏼️	\U0001F9DC\U0001F3FC\U0000FE0F	U+1F9DC U+1F3FC	merperson: medium-light skin tone
2122.png	merperson: medium skin tone	🧜🏽️	\U0001F9DC\U0001F3FD\U0000FE0F	U+1F9DC U+1F3FD	merperson: medium skin tone
2123.png	merperson: medium-dark skin tone	🧜🏾️	\U0001F9DC\U0001F3FE\U0000FE0F	U+1F9DC U+1F3FE	merperson: medium-dark skin tone
2124.png	merperson: dark skin tone	🧜🏿️	\U0001F9DC\U0001F3FF\U0000FE0F	U+1F9DC U+1F3FF	merperson: dark skin tone
2125.png	merman: light skin tone	🧜🏻‍♂️️	\U0001F9DC\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FB U+200D U+2642 U+FE0F	merman: light skin tone
2126.png	merman: medium-light skin tone	🧜🏼‍♂️️	\U0001F9DC\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FC U+200D U+2642 U+FE0F	merman: medium-light skin tone
2127.png	merman: medium skin tone	🧜🏽‍♂️️	\U0001F9DC\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FD U+200D U+2642 U+FE0F	merman: medium skin tone
2128.png	merman: medium-dark skin tone	🧜🏾‍♂️️	\U0001F9DC\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FE U+200D U+2642 U+FE0F	merman: medium-dark skin tone
2129.png	merman: dark skin tone	🧜🏿‍♂️️	\U0001F9DC\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FF U+200D U+2642 U+FE0F	merman: dark skin tone
2130.png	mermaid: light skin tone	🧜🏻‍♀️️	\U0001F9DC\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FB U+200D U+2640 U+FE0F	mermaid: light skin tone
2131.png	mermaid: medium-light skin tone	🧜🏼‍♀️️	\U0001F9DC\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FC U+200D U+2640 U+FE0F	mermaid: medium-light skin tone
2132.png	mermaid: medium skin tone	🧜🏽‍♀️️	\U0001F9DC\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FD U+200D U+2640 U+FE0F	mermaid: medium skin tone
2133.png	mermaid: medium-dark skin tone	🧜🏾‍♀️️	\U0001F9DC\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FE U+200D U+2640 U+FE0F	mermaid: medium-dark skin tone
2134.png	mermaid: dark skin tone	🧜🏿‍♀️️	\U0001F9DC\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DC U+1F3FF U+200D U+2640 U+FE0F	mermaid: dark skin tone
2135.png	elf: light skin tone	🧝🏻️	\U0001F9DD\U0001F3FB\U0000FE0F	U+1F9DD U+1F3FB	elf: light skin tone
2136.png	elf: medium-light skin tone	🧝🏼️	\U0001F9DD\U0001F3FC\U0000FE0F	U+1F9DD U+1F3FC	elf: medium-light skin tone
2137.png	elf: medium skin tone	🧝🏽️	\U0001F9DD\U0001F3FD\U0000FE0F	U+1F9DD U+1F3FD	elf: medium skin tone
2138.png	elf: medium-dark skin tone	🧝🏾️	\U0001F9DD\U0001F3FE\U0000FE0F	U+1F9DD U+1F3FE	elf: medium-dark skin tone
2139.png	elf: dark skin tone	🧝🏿️	\U0001F9DD\U0001F3FF\U0000FE0F	U+1F9DD U+1F3FF	elf: dark skin tone
2140.png	man elf: light skin tone	🧝🏻‍♂️️	\U0001F9DD\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FB U+200D U+2642 U+FE0F	man elf: light skin tone
2141.png	man elf: medium-light skin tone	🧝🏼‍♂️️	\U0001F9DD\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FC U+200D U+2642 U+FE0F	man elf: medium-light skin tone
2142.png	man elf: medium skin tone	🧝🏽‍♂️️	\U0001F9DD\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FD U+200D U+2642 U+FE0F	man elf: medium skin tone
2143.png	man elf: medium-dark skin tone	🧝🏾‍♂️️	\U0001F9DD\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FE U+200D U+2642 U+FE0F	man elf: medium-dark skin tone
2144.png	man elf: dark skin tone	🧝🏿‍♂️️	\U0001F9DD\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FF U+200D U+2642 U+FE0F	man elf: dark skin tone
2145.png	woman elf: light skin tone	🧝🏻‍♀️️	\U0001F9DD\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FB U+200D U+2640 U+FE0F	woman elf: light skin tone
2146.png	woman elf: medium-light skin tone	🧝🏼‍♀️️	\U0001F9DD\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FC U+200D U+2640 U+FE0F	woman elf: medium-light skin tone
2147.png	woman elf: medium skin tone	🧝🏽‍♀️️	\U0001F9DD\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FD U+200D U+2640 U+FE0F	woman elf: medium skin tone
2148.png	woman elf: medium-dark skin tone	🧝🏾‍♀️️	\U0001F9DD\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FE U+200D U+2640 U+FE0F	woman elf: medium-dark skin tone
2149.png	woman elf: dark skin tone	🧝🏿‍♀️️	\U0001F9DD\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9DD U+1F3FF U+200D U+2640 U+FE0F	woman elf: dark skin tone
2150.png	person frowning: light skin tone	🙍🏻️	\U0001F64D\U0001F3FB\U0000FE0F	U+1F64D U+1F3FB	person frowning: light skin tone
2151.png	person frowning: medium-light skin tone	🙍🏼️	\U0001F64D\U0001F3FC\U0000FE0F	U+1F64D U+1F3FC	person frowning: medium-light skin tone
2152.png	person frowning: medium skin tone	🙍🏽️	\U0001F64D\U0001F3FD\U0000FE0F	U+1F64D U+1F3FD	person frowning: medium skin tone
2153.png	person frowning: medium-dark skin tone	🙍🏾️	\U0001F64D\U0001F3FE\U0000FE0F	U+1F64D U+1F3FE	person frowning: medium-dark skin tone
2154.png	person frowning: dark skin tone	🙍🏿️	\U0001F64D\U0001F3FF\U0000FE0F	U+1F64D U+1F3FF	person frowning: dark skin tone
2155.png	man frowning: light skin tone	🙍🏻‍♂️️	\U0001F64D\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F64D U+1F3FB U+200D U+2642 U+FE0F	man frowning: light skin tone
2156.png	man frowning: medium-light skin tone	🙍🏼‍♂️️	\U0001F64D\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F64D U+1F3FC U+200D U+2642 U+FE0F	man frowning: medium-light skin tone
2157.png	man frowning: medium skin tone	🙍🏽‍♂️️	\U0001F64D\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F64D U+1F3FD U+200D U+2642 U+FE0F	man frowning: medium skin tone
2158.png	man frowning: medium-dark skin tone	🙍🏾‍♂️️	\U0001F64D\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F64D U+1F3FE U+200D U+2642 U+FE0F	man frowning: medium-dark skin tone
2159.png	man frowning: dark skin tone	🙍🏿‍♂️️	\U0001F64D\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F64D U+1F3FF U+200D U+2642 U+FE0F	man frowning: dark skin tone
2160.png	woman frowning: light skin tone	🙍🏻‍♀️️	\U0001F64D\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F64D U+1F3FB U+200D U+2640 U+FE0F	woman frowning: light skin tone
2161.png	woman frowning: medium-light skin tone	🙍🏼‍♀️️	\U0001F64D\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F64D U+1F3FC U+200D U+2640 U+FE0F	woman frowning: medium-light skin tone
2162.png	woman frowning: medium skin tone	🙍🏽‍♀️️	\U0001F64D\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F64D U+1F3FD U+200D U+2640 U+FE0F	woman frowning: medium skin tone
2163.png	woman frowning: medium-dark skin tone	🙍🏾‍♀️️	\U0001F64D\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F64D U+1F3FE U+200D U+2640 U+FE0F	woman frowning: medium-dark skin tone
2164.png	woman frowning: dark skin tone	🙍🏿‍♀️️	\U0001F64D\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F64D U+1F3FF U+200D U+2640 U+FE0F	woman frowning: dark skin tone
2165.png	person pouting: light skin tone	🙎🏻️	\U0001F64E\U0001F3FB\U0000FE0F	U+1F64E U+1F3FB	person pouting: light skin tone
2166.png	person pouting: medium-light skin tone	🙎🏼️	\U0001F64E\U0001F3FC\U0000FE0F	U+1F64E U+1F3FC	person pouting: medium-light skin tone
2167.png	person pouting: medium skin tone	🙎🏽️	\U0001F64E\U0001F3FD\U0000FE0F	U+1F64E U+1F3FD	person pouting: medium skin tone
2168.png	person pouting: medium-dark skin tone	🙎🏾️	\U0001F64E\U0001F3FE\U0000FE0F	U+1F64E U+1F3FE	person pouting: medium-dark skin tone
2169.png	person pouting: dark skin tone	🙎🏿️	\U0001F64E\U0001F3FF\U0000FE0F	U+1F64E U+1F3FF	person pouting: dark skin tone
2170.png	man pouting: light skin tone	🙎🏻‍♂️️	\U0001F64E\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F64E U+1F3FB U+200D U+2642 U+FE0F	man pouting: light skin tone
2171.png	man pouting: medium-light skin tone	🙎🏼‍♂️️	\U0001F64E\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F64E U+1F3FC U+200D U+2642 U+FE0F	man pouting: medium-light skin tone
2172.png	man pouting: medium skin tone	🙎🏽‍♂️️	\U0001F64E\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F64E U+1F3FD U+200D U+2642 U+FE0F	man pouting: medium skin tone
